B77.89,Ascariasis with other complications
B97.89,Other viral agents as the cause of diseases classified elsewhere
A52.10,"Symptomatic neurosyphilis, unspecified"
B77.81,Ascariasis pneumonia
B97.81,Human metapneumovirus as the cause of diseases classified elsewhere
A79.89,Other specified rickettsioses
B42.9,"Sporotrichosis, unspecified"
A54.09,Other gonococcal infection of lower genitourinary tract
A68.0,Louse-borne relapsing fever
A68.1,Tick-borne relapsing fever
A54.02,"Gonococcal vulvovaginitis, unspecified"
A54.03,"Gonococcal cervicitis, unspecified"
A54.00,"Gonococcal infection of lower genitourinary tract, unspecified"
A54.01,"Gonococcal cystitis and urethritis, unspecified"
A68.9,"Relapsing fever, unspecified"
A28.8,"Other specified zoonotic bacterial diseases, not elsewhere classified"
A28.9,"Zoonotic bacterial disease, unspecified"
A54.5,Gonococcal pharyngitis
B65.8,Other schistosomiasis
A54.6,Gonococcal infection of anus and rectum
A28.0,Pasteurellosis
A28.1,Cat-scratch disease
A28.2,Extraintestinal yersiniosis
B65.9,"Schistosomiasis, unspecified"
B46.2,Gastrointestinal mucormycosis
B35.2,Tinea manuum
A04.8,Other specified bacterial intestinal infections
A04.9,"Bacterial intestinal infection, unspecified"
A04.6,Enteritis due to Yersinia enterocolitica
A04.7,Enterocolitis due to Clostridium difficile
A04.4,Other intestinal Escherichia coli infections
A04.5,Campylobacter enteritis
A04.2,Enteroinvasive Escherichia coli infection
A04.3,Enterohemorrhagic Escherichia coli infection
A04.0,Enteropathogenic Escherichia coli infection
A04.1,Enterotoxigenic Escherichia coli infection
B97.11,Coxsackievirus as the cause of diseases classified elsewhere
A06.9,"Amebiasis, unspecified"
B96.21,Shiga toxin-producing Escherichia coli [E. coli] (STEC) O157 as the cause of diseases classified elsewhere
A06.4,Amebic liver abscess
A06.5,Amebic lung abscess
A06.6,Amebic brain abscess
A06.7,Cutaneous amebiasis
A06.0,Acute amebic dysentery
A06.1,Chronic intestinal amebiasis
A06.2,Amebic nondysenteric colitis
A06.3,Ameboma of intestine
A18.02,Tuberculous arthritis of other joints
A18.03,Tuberculosis of other bones
B94.8,Sequelae of other specified infectious and parasitic diseases
A18.01,Tuberculosis of spine
B60.2,Naegleriasis
B94.0,Sequelae of trachoma
A18.09,Other musculoskeletal tuberculosis
B51.0,Plasmodium vivax malaria with rupture of spleen
B08.3,Erythema infectiosum [fifth disease]
B46.0,Pulmonary mucormycosis
A67.2,Late lesions of pinta
B38.4,Coccidioidomycosis meningitis
B08.04,"Paravaccinia, unspecified"
B08.02,Orf virus disease
A79.0,Trench fever
A79.1,Rickettsialpox due to Rickettsia akari
B08.09,Other orthopoxvirus infections
B38.7,Disseminated coccidioidomycosis
B66.4,Paragonimiasis
B73.1,Onchocerciasis without eye disease
B71.9,"Cestode infection, unspecified"
B71.8,Other specified cestode infections
A39.50,"Meningococcal carditis, unspecified"
A39.51,Meningococcal endocarditis
A39.52,Meningococcal myocarditis
A39.53,Meningococcal pericarditis
B71.1,Dipylidiasis
A48.51,Infant botulism
A48.52,Wound botulism
A02.8,Other specified salmonella infections
A02.9,"Salmonella infection, unspecified"
B08.71,Tanapox virus disease
B08.70,"Yatapoxvirus infection, unspecified"
B85.2,"Pediculosis, unspecified"
A02.0,Salmonella enteritis
A02.1,Salmonella sepsis
B08.79,Other yatapoxvirus infections
B85.3,Phthiriasis
A82.0,Sylvatic rabies
A82.1,Urban rabies
B69.9,"Cysticercosis, unspecified"
A96.2,Lassa fever
A96.1,Machupo hemorrhagic fever
A96.0,Junin hemorrhagic fever
A82.9,"Rabies, unspecified"
B69.0,Cysticercosis of central nervous system
B69.1,Cysticercosis of eye
B75,Trichinellosis
A96.9,"Arenaviral hemorrhagic fever, unspecified"
A96.8,Other arenaviral hemorrhagic fevers
A60.9,"Anogenital herpesviral infection, unspecified"
A48.8,Other specified bacterial diseases
A84.1,Central European tick-borne encephalitis
A48.4,Brazilian purpuric fever
A48.2,Nonpneumonic Legionnaires' disease [Pontiac fever]
A48.3,Toxic shock syndrome
A48.0,Gas gangrene
A48.1,Legionnaires' disease
B59,Pneumocystosis
B78.9,"Strongyloidiasis, unspecified"
B54,Unspecified malaria
A36.82,Diphtheritic radiculomyelitis
A36.83,Diphtheritic polyneuritis
A52.15,Late syphilitic neuropathy
A36.81,Diphtheritic cardiomyopathy
A36.86,Diphtheritic conjunctivitis
A42.1,Abdominal actinomycosis
A42.2,Cervicofacial actinomycosis
A36.85,Diphtheritic cystitis
B08.60,"Parapoxvirus infection, unspecified"
A36.89,Other diphtheritic complications
A42.9,"Actinomycosis, unspecified"
A52.19,Other symptomatic neurosyphilis
B08.61,Bovine stomatitis
B96.89,Other specified bacterial agents as the cause of diseases classified elsewhere
B70.0,Diphyllobothriasis
B53.1,Malaria due to simian plasmodia
B08.62,Sealpox
B67.5,Echinococcus multilocularis infection of liver
B96.81,Helicobacter pylori [H. pylori] as the cause of diseases classified elsewhere
B96.82,Vibrio vulnificus as the cause of diseases classified elsewhere
A32.11,Listerial meningitis
A88.8,Other specified viral infections of central nervous system
A32.12,Listerial meningoencephalitis
B73.09,Onchocerciasis with other eye involvement
A92.9,"Mosquito-borne viral fever, unspecified"
A92.8,Other specified mosquito-borne viral fevers
B06.89,Other rubella complications
B44.81,Allergic bronchopulmonary aspergillosis
A92.2,Venezuelan equine fever
A92.1,O'nyong-nyong fever
A92.0,Chikungunya virus disease
B06.81,Rubella pneumonia
B06.82,Rubella arthritis
A92.4,Rift Valley fever
B67.4,"Echinococcus granulosus infection, unspecified"
A81.81,Kuru
A81.82,Gerstmann-Sträussler-Scheinker syndrome
A81.83,Fatal familial insomnia
B67.0,Echinococcus granulosus infection of liver
A41.01,Sepsis due to Methicillin susceptible Staphylococcus aureus
A41.02,Sepsis due to Methicillin resistant Staphylococcus aureus
B55.0,Visceral leishmaniasis
A64,Unspecified sexually transmitted disease
A65,Nonvenereal syphilis
A88.0,Enteroviral exanthematous fever [Boston exanthem]
A88.1,Epidemic vertigo
B67.8,"Echinococcosis, unspecified, of liver"
B95.5,Unspecified streptococcus as the cause of diseases classified elsewhere
A80.2,"Acute paralytic poliomyelitis, wild virus, indigenous"
A52.14,Late syphilitic encephalitis
A80.0,"Acute paralytic poliomyelitis, vaccine-associated"
A80.1,"Acute paralytic poliomyelitis, wild virus, imported"
A98.5,Hemorrhagic fever with renal syndrome
A98.4,Ebola virus disease
A80.4,Acute nonparalytic poliomyelitis
A81.89,Other atypical virus infections of central nervous system
A98.8,Other specified viral hemorrhagic fevers
A80.9,"Acute poliomyelitis, unspecified"
B27.90,"Infectious mononucleosis, unspecified without complication"
A50.51,Clutton's joints
A50.53,Hutchinson's triad
A50.52,Hutchinson's teeth
A50.55,Late congenital syphilitic arthropathy
A50.54,Late congenital cardiovascular syphilis
A50.57,Syphilitic saddle nose
A50.56,Late congenital syphilitic osteochondropathy
A50.59,"Other late congenital syphilis, symptomatic"
A52.13,Late syphilitic meningitis
B47.0,Eumycetoma
B33.8,Other specified viral diseases
B47.9,"Mycetoma, unspecified"
B45.0,Pulmonary cryptococcosis
A98.1,Omsk hemorrhagic fever
B19.20,Unspecified viral hepatitis C without hepatic coma
B19.21,Unspecified viral hepatitis C with hepatic coma
B97.12,Echovirus as the cause of diseases classified elsewhere
B02.29,Other postherpetic nervous system involvement
A98.0,Crimean-Congo hemorrhagic fever
B45.8,Other forms of cryptococcosis
B45.9,"Cryptococcosis, unspecified"
A98.3,Marburg virus disease
B96.5,Pseudomonas (aeruginosa) (mallei) (pseudomallei) as the cause of diseases classified elsewhere
B33.3,"Retrovirus infections, not elsewhere classified"
A98.2,Kyasanur Forest disease
B43.2,Subcutaneous pheomycotic abscess and cyst
B43.0,Cutaneous chromomycosis
B43.1,Pheomycotic brain abscess
B95.8,Unspecified staphylococcus as the cause of diseases classified elsewhere
B33.1,Ross River disease
B43.8,Other forms of chromomycosis
B43.9,"Chromomycosis, unspecified"
B01.81,Varicella keratitis
B35.4,Tinea corporis
A54.31,Gonococcal conjunctivitis
B33.0,Epidemic myalgia
A06.81,Amebic cystitis
B35.0,Tinea barbae and tinea capitis
B07.0,Plantar wart
A06.82,Other amebic genitourinary infections
B01.89,Other varicella complications
B80,Enterobiasis
B30.3,Acute epidemic hemorrhagic conjunctivitis (enteroviral)
A52.11,Tabes dorsalis
A06.89,Other amebic infections
B35.8,Other dermatophytoses
B07.8,Other viral warts
B07.9,"Viral wart, unspecified"
B97.6,Parvovirus as the cause of diseases classified elsewhere
A77.49,Other ehrlichiosis
A77.41,Ehrlichiosis chafeensis [E. chafeensis]
A77.40,"Ehrlichiosis, unspecified"
A54.30,"Gonococcal infection of eye, unspecified"
A17.89,Other tuberculosis of nervous system
B41.7,Disseminated paracoccidioidomycosis
B41.0,Pulmonary paracoccidioidomycosis
B15.9,Hepatitis A without hepatic coma
A17.83,Tuberculous neuritis
A17.82,Tuberculous meningoencephalitis
A17.81,Tuberculoma of brain and spinal cord
B90.9,Sequelae of respiratory and unspecified tuberculosis
B41.8,Other forms of paracoccidioidomycosis
B19.9,Unspecified viral hepatitis without hepatic coma
B15.0,Hepatitis A with hepatic coma
A18.59,Other tuberculosis of eye
B17.8,Other specified acute viral hepatitis
B96.22,Other specified Shiga toxin-producing Escherichia coli [E. coli] (STEC) as the cause of diseases classified elsewhere
A18.54,Tuberculous iridocyclitis
B76.9,"Hookworm disease, unspecified"
A18.51,Tuberculous episcleritis
A18.50,"Tuberculosis of eye, unspecified"
A18.53,Tuberculous chorioretinitis
A18.52,Tuberculous keratitis
B25.8,Other cytomegaloviral diseases
B25.9,"Cytomegaloviral disease, unspecified"
B38.89,Other forms of coccidioidomycosis
B27.00,Gammaherpesviral mononucleosis without complication
B25.2,Cytomegaloviral pancreatitis
B25.0,Cytomegaloviral pneumonitis
B25.1,Cytomegaloviral hepatitis
B38.81,Prostatic coccidioidomycosis
B53.0,Plasmodium ovale malaria
B27.02,Gammaherpesviral mononucleosis with meningitis
B37.41,Candidal cystitis and urethritis
B37.42,Candidal balanitis
B37.49,Other urogenital candidiasis
B26.0,Mumps orchitis
A39.83,Meningococcal arthritis
A39.82,Meningococcal retrobulbar neuritis
A39.81,Meningococcal encephalitis
B19.0,Unspecified viral hepatitis with hepatic coma
B39.5,Histoplasmosis duboisii
B39.4,"Histoplasmosis capsulati, unspecified"
A39.84,Postmeningococcal arthritis
B39.9,"Histoplasmosis, unspecified"
A39.89,Other meningococcal infections
B26.2,Mumps encephalitis
B01.0,Varicella meningitis
B27.09,Gammaherpesviral mononucleosis with other complications
B01.2,Varicella pneumonia
B37.3,Candidiasis of vulva and vagina
B37.2,Candidiasis of skin and nail
B37.1,Pulmonary candidiasis
B37.0,Candidal stomatitis
B01.9,Varicella without complication
B97.19,Other enterovirus as the cause of diseases classified elsewhere
B37.9,"Candidiasis, unspecified"
A54.82,Gonococcal brain abscess
A25.1,Streptobacillosis
B55.9,"Leishmaniasis, unspecified"
A54.81,Gonococcal meningitis
A54.86,Gonococcal sepsis
A54.84,Gonococcal pneumonia
A25.0,Spirillosis
B55.2,Mucocutaneous leishmaniasis
B55.1,Cutaneous leishmaniasis
A54.89,Other gonococcal infections
B57.39,Other digestive system involvement in Chagas' disease
B87.1,Wound myiasis
B57.1,Acute Chagas' disease without heart involvement
B57.0,Acute Chagas' disease with heart involvement
B57.2,Chagas' disease (chronic) with heart involvement
B57.5,Chagas' disease (chronic) with other organ involvement
B58.9,"Toxoplasmosis, unspecified"
B64,Unspecified protozoal disease
B97.4,Respiratory syncytial virus as the cause of diseases classified elsewhere
B47.1,Actinomycetoma
A08.11,Acute gastroenteropathy due to Norwalk agent
A08.19,Acute gastroenteropathy due to other small round viruses
A02.29,Salmonella with other localized infection
A79.81,Rickettsiosis due to Ehrlichia sennetsu
A02.23,Salmonella arthritis
A02.22,Salmonella pneumonia
A02.21,Salmonella meningitis
A02.20,"Localized salmonella infection, unspecified"
A02.25,Salmonella pyelonephritis
A02.24,Salmonella osteomyelitis
B67.31,"Echinococcus granulosus infection, thyroid gland"
B67.32,"Echinococcus granulosus infection, multiple sites"
B00.52,Herpesviral keratitis
B34.3,"Parvovirus infection, unspecified"
A23.9,"Brucellosis, unspecified"
A23.8,Other brucellosis
B67.39,"Echinococcus granulosus infection, other sites"
A23.3,Brucellosis due to Brucella canis
A23.2,Brucellosis due to Brucella suis
A23.1,Brucellosis due to Brucella abortus
A23.0,Brucellosis due to Brucella melitensis
A21.9,"Tularemia, unspecified"
A21.8,Other forms of tularemia
A21.7,Generalized tularemia
A21.1,Oculoglandular tularemia
A21.0,Ulceroglandular tularemia
A21.3,Gastrointestinal tularemia
A21.2,Pulmonary tularemia
A27.0,Leptospirosis icterohemorrhagica
A41.59,Other Gram-negative sepsis
A27.9,"Leptospirosis, unspecified"
A41.53,Sepsis due to Serratia
A41.52,Sepsis due to Pseudomonas
A41.51,Sepsis due to Escherichia coli [E. coli]
A41.50,"Gram-negative sepsis, unspecified"
A39.9,"Meningococcal infection, unspecified"
B45.1,Cerebral cryptococcosis
A39.2,Acute meningococcemia
A39.3,Chronic meningococcemia
A39.0,Meningococcal meningitis
A39.1,Waterhouse-Friderichsen syndrome
B45.2,Cutaneous cryptococcosis
A39.4,"Meningococcemia, unspecified"
B33.4,Hantavirus (cardio)-pulmonary syndrome [HPS] [HCPS]
A31.2,Disseminated mycobacterium avium-intracellulare complex (DMAC)
B97.21,SARS-associated coronavirus as the cause of diseases classified elsewhere
A31.0,Pulmonary mycobacterial infection
A31.1,Cutaneous mycobacterial infection
B97.29,Other coronavirus as the cause of diseases classified elsewhere
A31.8,Other mycobacterial infections
A31.9,"Mycobacterial infection, unspecified"
A18.11,Tuberculosis of kidney and ureter
A18.10,"Tuberculosis of genitourinary system, unspecified"
A18.13,Tuberculosis of other urinary organs
A18.12,Tuberculosis of bladder
A18.15,Tuberculosis of other male genital organs
A18.14,Tuberculosis of prostate
A18.17,Tuberculous female pelvic inflammatory disease
A18.16,Tuberculosis of cervix
A25.9,"Rat-bite fever, unspecified"
A18.18,Tuberculosis of other female genital organs
B45.7,Disseminated cryptococcosis
B65.3,Cercarial dermatitis
B95.7,Other staphylococcus as the cause of diseases classified elsewhere
B02.7,Disseminated zoster
B00.9,"Herpesviral infection, unspecified"
B10.09,Other human herpesvirus encephalitis
B10.01,Human herpesvirus 6 encephalitis
